公車名稱,方向,車站名稱
33,去程,美麗華
33,回程,敬業四路
33,回程,大直美堤花園二
33,回程,大直美堤花園三
33,回程,明水路口
33,回程,明水路一
33,回程,自強隧道
33,回程,植福宮
33,回程,捷運大直站
33,回程,復興北村
33,回程,民權敦化路口
33,回程,民權東路口
33,回程,民生敦化路口
33,回程,長春敦化路口
33,回程,臺北小巨蛋
33,回程,八德敦化路口
33,回程,市民敦化路口
33,回程,忠孝敦化路口
33,回程,仁愛敦化路口
33,回程,信義敦化路口
33,回程,捷運信義安和站(信義)
33,回程,信義通化街口
33,回程,信義光復路口
33,回程,世貿中心(莊敬)
33,回程,景新里
33,回程,臺北醫學大學
33,回程,信義國中(莊敬)
33,回程,吳興國小(松仁)
33,回程,信義國中(松仁)
33,回程,松平路口
33,回程,捷運象山站
33,回程,國稅局宿舍
33,回程,松山商職(信義)
33,回程,松山商職(福德)
33,回程,松友新村
33,回程,信義行政中心(奉天宮)
33,回程,大道路
33,回程,忠孝大道路口
33,回程,春光公園
33,回程,永春公寓
33,回程,松山商職(松山)
33,回程,永春高中
37,去程,吳興街站
37,去程,松仁路
37,去程,吳興國小(松仁)
37,去程,信義國中(莊敬)
37,去程,臺北醫學大學
37,去程,景新里
37,去程,世貿中心(莊敬)
37,去程,世貿中心(基隆路)
37,去程,市議會
37,去程,國父紀念館
37,去程,仁愛光復路口
37,去程,仁愛延吉街口
37,去程,仁愛國泰醫院
37,去程,仁愛安和路口
37,去程,仁愛敦化路口(圓環)
37,去程,仁愛復興路口(福華飯店)
37,去程,仁愛建國路口一
37,去程,幸安國小
37,去程,仁愛新生路口
37,去程,仁愛臨沂街口
37,去程,仁愛杭州路口
37,去程,仁愛林森路口
37,去程,仁愛中山路口
37,去程,捷運台大醫院站
37,回程,臺北車站(青島)
37,回程,臺大醫院
37,回程,仁愛中山路口
37,回程,仁愛林森路口
37,回程,仁愛紹興街口
37,回程,仁愛臨沂街口
37,回程,仁愛新生路口
37,回程,幸安國小
37,回程,仁愛建國路口一
37,回程,仁愛建國路口二
37,回程,仁愛復興路口(福華飯店)
37,回程,仁愛大安路口(仁愛醫院)
37,回程,仁愛敦化路口(圓環)
37,回程,仁愛安和路口
37,回程,仁愛國小
37,回程,捷運信義安和站(安和)
37,回程,信義通化街口
37,回程,信義光復路口
37,回程,世貿中心(莊敬)
37,回程,景新里
37,回程,臺北醫學大學
37,回程,信義國中(莊敬)
37,回程,吳興國小(莊敬)
37,回程,松仁路
37,回程,吳興街站
38,去程,榮德里
38,去程,東隆宮
38,去程,和德里
38,去程,環南市場
38,去程,綜合市場
38,去程,大理高中
38,去程,華江派出所
38,去程,中國時報
38,去程,捷運龍山寺站
38,去程,龍山國中
38,去程,小南門(和平院區)
38,去程,捷運小南門站
38,去程,南門
38,去程,自來水西分處(寧波)
38,去程,聯合醫院婦幼院區一
38,去程,潮州街口
38,去程,愛國東路口
38,去程,金甌女中
38,去程,捷運東門站
38,去程,信義永康街口(捷運東門站)
38,去程,信義新生路口
38,去程,捷運大安森林公園站
38,去程,大安國宅
38,回程,捷運大安森林公園站
38,回程,信義新生路口
38,回程,信義永康街口
38,回程,捷運東門站
38,回程,信義杭州路口
38,回程,中正紀念堂
38,回程,一女中(貴陽)
38,回程,東吳大學城中校區
38,回程,小南門(和平院區)
38,回程,桂林昆明街口
38,回程,桂林路
38,回程,龍山寺(西園)
38,回程,中國時報
38,回程,華江派出所
38,回程,大理高中
38,回程,綜合市場
38區,去程,東園公園
38區,去程,楊聖廟
38區,去程,民和街口
38區,去程,寶興街
38區,去程,西園路二段
38區,去程,華江高中(西園)
38區,去程,西園29服飾基地
38區,去程,大理服飾
38區,去程,捷運龍山寺站
38區,回程,龍山寺(剝皮寮)
38區,回程,桂林路
38區,回程,龍山寺(西園)
38區,回程,大理服飾
38區,回程,西園29服飾基地
38區,回程,華江高中(西園)
38區,回程,環南市場(西藏)
38區,回程,雙園國中
38區,回程,寶興街
38區,回程,民和街口
38區,回程,楊聖廟
38區,回程,東園公園
39,去程,家樂福
39,去程,分子尾
39,去程,碧華寺
39,去程,慈福派出所
39,去程,美美新村
39,去程,徐匯中學
39,去程,幸福市場
39,去程,建和新村
39,去程,捷運三和國中站
39,去程,格致中學(自強路)
39,去程,永德里
39,去程,厚德國小
39,去程,忠孝路口
39,去程,介壽廣場
39,去程,龍門路口
39,去程,三安里
39,去程,長壽西街口
39,去程,長元西街口
39,去程,正義重新路口
39,去程,天台廣場
39,去程,大同路口
39,去程,中正南路
39,去程,重安街口
39,去程,臺北車站(忠孝)
39,回程,捷運善導寺站
39,回程,成功中學(林森)
39,回程,立法院
39,回程,臺北車站(忠孝)
39,回程,重安街口
39,回程,中正南路
39,回程,大同路口
39,回程,正義重新路口
39,回程,長元西街口
39,回程,長壽西街口
39,回程,三安里
39,回程,龍門路口
39,回程,介壽廣場
39,回程,忠孝路口
39,回程,厚德國小
39,回程,永德里
39,回程,格致中學(自強路)
39,回程,三和國中
39,回程,捷運三和國中站
39,回程,建和新村
39,回程,幸福市場
39,回程,徐匯中學
39,回程,美美新村
39,回程,碧華寺
39,回程,慈化公園
39,回程,分子尾
39夜,去程,家樂福
39夜,去程,分子尾
39夜,去程,碧華寺
39夜,去程,慈福派出所
39夜,去程,美美新村
39夜,去程,徐匯中學
39夜,去程,幸福市場
39夜,去程,建和新村
39夜,去程,捷運三和國中站
39夜,去程,格致中學(自強路)
39夜,去程,永德里
39夜,去程,厚德國小
39夜,去程,忠孝路口
39夜,去程,介壽廣場
39夜,去程,龍門路口
39夜,去程,三安里
39夜,去程,長壽西街口
39夜,去程,長元西街口
39夜,去程,正義重新路口
39夜,去程,天台廣場
39夜,去程,大同路口
39夜,去程,中正南路
39夜,去程,重安街口
39夜,去程,臺北車站(忠孝)
39夜,回程,捷運善導寺站
39夜,回程,成功中學(林森)
39夜,回程,立法院
39夜,回程,臺北車站(忠孝)
39夜,回程,重安街口
39夜,回程,中正南路
39夜,回程,大同路口
39夜,回程,正義重新路口
39夜,回程,長元西街口
39夜,回程,長壽西街口
39夜,回程,三安里
39夜,回程,龍門路口
39夜,回程,介壽廣場
39夜,回程,忠孝路口
39夜,回程,厚德國小
39夜,回程,永德里
39夜,回程,格致中學(自強路)
39夜,回程,三和國中
39夜,回程,捷運三和國中站
39夜,回程,建和新村
39夜,回程,幸福市場
39夜,回程,徐匯中學
39夜,回程,美美新村
39夜,回程,碧華寺
39夜,回程,慈化公園
39夜,回程,分子尾
41,去程,福美站
41,去程,三王宮
41,去程,福美承平路口
41,去程,中鼎第二總部大樓
41,去程,兒童新樂園
41,去程,國立科教館
41,去程,天文科學館
41,去程,士林區行政中心(基河)
41,去程,公教住宅
41,去程,士林市場(銘傳會館)
41,去程,捷運劍潭站(北藝中心)
41,去程,圓山皇宮大廈
41,去程,劍潭國小
41,去程,明倫高中
41,去程,庫倫街
41,去程,大龍峒保安宮
41,去程,酒泉重慶路口
41,去程,酒泉街
41,去程,鄰江里
41,去程,天師宮
41,去程,延平國小
41,去程,延三觀光夜市
41,去程,臺北橋
41,去程,涼州重慶路口
41,去程,捷運大橋頭站
41,去程,捷運民權西路站
41,去程,民權中山路口
41,去程,捷運中山國小站
41,去程,民權吉林路口
41,去程,捷運行天宮站(松江路)
41,去程,長春松江路口
41,去程,捷運松江南京站
41,去程,長安松江路口
41,去程,光華商場
41,去程,進安公園
41,去程,中影八德大樓
41,去程,中崙
41,去程,臺安醫院
41,去程,市民敦化路口
41,去程,忠孝敦化路口
41,去程,仁愛敦化路口
41,去程,信義敦化路口
41,去程,信義大安路口
41,去程,捷運大安站(信義)
41,回程,捷運大安站(復興)
41,回程,東豐復興路口
41,回程,聯合醫院仁愛院區
41,回程,捷運忠孝復興站
41,回程,復興南路(中崙里)
41,回程,長安復興路口
41,回程,長安龍江路口
41,回程,中山女高
41,回程,長安東路二段
41,回程,捷運松江南京站
41,回程,長春松江路口
41,回程,捷運行天宮站(松江路)
41,回程,民權松江路口
41,回程,民權吉林路口
41,回程,捷運中山國小站
41,回程,民權中山路口
41,回程,捷運民權西路站
41,回程,大龍街口
41,回程,昌吉重慶路口
41,回程,民族重慶路口
41,回程,酒泉重慶路口
41,回程,大龍峒保安宮
41,回程,庫倫街口
41,回程,明倫高中
41,回程,劍潭國小
41,回程,圓山皇宮大廈
41,回程,捷運劍潭站(北藝中心)
41,回程,士林市場(銘傳會館)
41,回程,公教住宅
41,回程,士林區行政中心(基河)
41,回程,天文科學館
41,回程,國立科教館
41,回程,兒童新樂園
41,回程,中鼎第二總部大樓
41,回程,福美承平路口
41,回程,三王宮
41,回程,福美站
42,去程,大直美堤花園二
42,去程,大直美堤花園三
42,去程,明水路口
42,去程,明水路一
42,去程,自強隧道
42,去程,植福宮
42,去程,捷運大直站
42,去程,大直高中
42,去程,空軍司令部
42,去程,通北街口
42,去程,圓山新城一
42,去程,力行新村
42,去程,圓山新城二
42,去程,通北街口
42,去程,忠烈祠
42,去程,中央電台
42,去程,圓山大飯店
42,去程,臺北市立美術館
42,去程,大同大學
42,去程,大同公司(晴光市場)
42,去程,台泥大樓(馬偕醫院)
42,去程,馬偕醫院
42,去程,捷運雙連站
42,去程,靜修女中
42,去程,朝陽公園(鈕釦街)
42,去程,圓環(重慶)
42,去程,後車站
42,去程,捷運北門站
42,回程,後車站
42,回程,圓環(重慶)
42,回程,朝陽公園(鈕釦街)
42,回程,靜修女中
42,回程,雙連市場
42,回程,捷運雙連站
42,回程,馬偕醫院
42,回程,台泥大樓(馬偕醫院)
42,回程,大同公司(晴光市場)
42,回程,大同大學
42,回程,臺北市立美術館
42,回程,圓山大飯店
42,回程,中央電台
42,回程,忠烈祠
42,回程,經國七海文化園區
42,回程,空軍司令部
42,回程,通北街口
42,回程,圓山新城一
42,回程,力行新村
42,回程,圓山新城二
42,回程,通北街口
42,回程,大直高中
42,回程,大直國小
42,回程,捷運大直站
42,回程,植福宮
42,回程,自強隧道(大直教會)
42,回程,自強隧道
42,回程,捷運劍南路站
42,回程,美麗華
42,回程,敬業四路
42,回程,大直美堤花園二
42區,去程,大直美堤花園二
42區,去程,大直美堤花園三
42區,去程,明水路口
42區,去程,明水路一
42區,去程,自強隧道
42區,去程,植福宮
42區,去程,捷運大直站
42區,去程,大直高中
42區,去程,空軍司令部
42區,去程,通北街口
42區,去程,圓山新城一
42區,去程,力行新村
42區,去程,圓山新城二
42區,去程,通北街口
42區,去程,忠烈祠
42區,去程,中央電台
42區,去程,圓山大飯店
42區,去程,臺北市立美術館
42區,去程,捷運圓山站
42區,回程,臺北市立美術館
42區,回程,圓山大飯店
42區,回程,中央電台
42區,回程,忠烈祠
42區,回程,經國七海文化園區
42區,回程,空軍司令部
42區,回程,通北街口
42區,回程,圓山新城一
42區,回程,力行新村
42區,回程,圓山新城二
42區,回程,通北街口
42區,回程,大直高中
42區,回程,大直國小
42區,回程,捷運大直站
42區,回程,植福宮
42區,回程,自強隧道(大直教會)
42區,回程,自強隧道
42區,回程,捷運劍南路站
42區,回程,美麗華
42區,回程,敬業四路
42區,回程,大直美堤花園二
46,去程,松德站
46,去程,捷運象山站
46,去程,信義松仁路口(松仁)
46,去程,松壽路口
46,去程,市政府(松智)
46,去程,興雅國中
46,去程,信義松仁路口(松仁)
46,去程,捷運象山站
46,去程,國稅局宿舍
46,去程,松山商職(信義)
46,去程,松山商職(福德)
46,去程,松友新村
46,去程,信義行政中心(奉天宮)
46,去程,大道路
46,去程,忠孝大道路口
46,去程,春光公園
46,去程,永春里(忠孝)
46,去程,捷運永春站(松山)
46,去程,雙永國小
46,去程,永吉松山路口
46,去程,國民住宅
46,去程,興雅國小
46,去程,東興路
46,去程,東興路一
46,去程,南京公寓(捷運南京三民)
46,去程,南京三民路口
46,去程,南京寧安街口
46,去程,南京敦化路口(小巨蛋)
46,去程,捷運南京復興站
46,去程,南京龍江路口
46,去程,南京建國路口
46,去程,捷運松江南京站
46,去程,南京吉林路口
46,去程,南京林森路口
46,去程,捷運中山站(志仁高中)
46,去程,後車站
46,回程,圓環(重慶)
46,回程,圓環(南京)
46,回程,捷運中山站(志仁高中)
46,回程,南京林森路口
46,回程,南京吉林路口
46,回程,捷運松江南京站
46,回程,南京建國路口
46,回程,南京龍江路口
46,回程,捷運南京復興站
46,回程,南京敦化路口(小巨蛋)
46,回程,南京寧安街口
46,回程,南京三民路口
46,回程,南京公寓(捷運南京三民)
46,回程,東興路一
46,回程,東興路
46,回程,興雅國小
46,回程,國民住宅
46,回程,永吉松山路口
46,回程,雙永國小
46,回程,永春里(忠孝)
46,回程,春光公園
46,回程,忠孝大道路口
46,回程,大道路
46,回程,信義行政中心(奉天宮)
46,回程,松友新村
46,回程,松山商職(福德)
46,回程,國業里
46,回程,國稅局宿舍
46,回程,捷運象山站
46,回程,信義松仁路口(松仁)
46,回程,興雅國中
46,回程,市政府(松智)
46,回程,捷運象山站
46,回程,松德站
49,去程,建北站
49,去程,臺北漁市
49,去程,第二果菜市場
49,去程,下埤里
49,去程,復興北村
49,去程,五常街口
49,去程,民權龍江路口
49,去程,民權建國路口
49,去程,民權松江路口
49,去程,捷運行天宮站(松江路)
49,去程,長春松江路口
49,去程,捷運松江南京站
49,去程,長安國小(長安)
49,去程,正守公園
49,去程,長安林森路口
49,去程,華山公園
49,去程,捷運善導寺站
49,去程,臺北車站(忠孝)
49,去程,中華路北站
49,去程,捷運西門站
49,去程,長沙街
49,去程,康定路口
49,去程,祖師廟(康定)
49,去程,龍山寺(康定)
49,去程,萬華車站
49,去程,莒光路口
49,去程,萬大路
49,去程,西藏路口
49,去程,德昌街口
49,去程,萬大國小
49,去程,果菜市場
49,去程,華中河濱公園
49,回程,華中河濱公園
49,回程,果菜市場
49,回程,萬大國小
49,回程,德昌街口
49,回程,西藏路口
49,回程,萬大路
49,回程,莒光路口
49,回程,萬華車站
49,回程,捷運龍山寺站
49,回程,龍山寺(西園)
49,回程,桂林路
49,回程,昆明活動中心
49,回程,長沙街
49,回程,捷運西門站
49,回程,寶慶路
49,回程,博愛路
49,回程,臺北郵局
49,回程,臺北車站(忠孝)
49,回程,行政院
49,回程,青島林森路口
49,回程,北平林森路口
49,回程,華山公園
49,回程,長安林森路口
49,回程,正守公園
49,回程,長安國小(長安)
49,回程,捷運松江南京站
49,回程,長春松江路口
49,回程,捷運行天宮站(松江路)
49,回程,松江新村
49,回程,民權建國路口
49,回程,民權龍江路口
49,回程,民權復興路口
49,回程,五常街口
49,回程,下埤里
49,回程,第二果菜市場
49,回程,臺北漁市
49,回程,建北站
51,去程,臺北客運南雅站(華東街)
51,去程,亞東科技大學(南雅南路)
51,去程,捷運亞東醫院站
51,去程,光華商職
51,去程,板橋夜市(南雅南路)
51,去程,捷運府中站(府中路)
51,去程,民權路口
51,去程,新北市政府(中山路)
51,去程,中山漢生路口
